sentence,human_score,claude_p1,deepseek_p1,gemini_p1,gpt_p1,grok_p1,claude_p2,deepseek_p2,gemini_p2,gpt_p2,grok_p2,claude_p3,deepseek_p3,gemini_p3,gpt_p3,grok_p3,claude_p4,deepseek_p4,gemini_p4,gpt_p4,grok_p4,claude_p5,deepseek_p5,gemini_p5,gpt_p5,grok_p5,claude_p6,deepseek_p6,gemini_p6,gpt_p6,grok_p6,strategy
"Thanks. BTW, there aren't any others that I've",0.6895135279,0.876543219,2.299406483,0.456789123,1.21738492,1.127394862,0.783456789,2.299406483,1.3,1.184209357,2.299406483,0.876543219,2.299406483,0.456789123,1.21738492,1.127394512,0.783456219,2.299406483,0.658191903,0.713284195,2.299406483,0.783456219,1.75,0.658191903,1.324187562,2.299406483,0.783451926,2.299406483,0.953487654,1.183947216,1.127394582,"Gratitude, Questions, Positive_words"
I'm linking this to Fumiyo's. Are <url> and,-0.1442305417,-1.23456789,2.299406483,-1.257893456,-1.912384729,-1.237584192,-0.875432109,2.299406483,-1.75,-1.732,-1.23456789,-1.23456789,2.299406483,-1.257893456,-1.927583214,-1.237584619,-1.23456789,2.299406483,-1.753928461,-1.624387512,2.299406483,-1.283647591,-1.5,-1.87654321,-1.964382517,-1.23456789,-1.23456789,-1.25,-1.257893456,-1.384729002,-0.673294518,"Questions, Greeting"
"Anupam, the etymology of ''chand raat'' Sanskritic, as",-0.6800888651,0.234567891,0.75,-0.253789462,-0.322184759,0.372819456,0.23456789,0.75,0.5,-0.312487,0.672381459,0.23456789,0.75,0.123456789,-0.312487591,0.237891456,0.234567891,0.75,-0.345678901,-0.412583927,2.299406483,0.283647591,0.75,-0.25,-0.312487591,0.284716352,-0.234567891,0.75,0.112354678,0.013487295,0.127394821,Questions
I agree with Deb. Is there anything else,-0.278892638,1.23456789,1.75,0.301234567,1.234587912,1.127394562,1.23456789,1.23456789,0.5,0.857194203,0.678294513,1.23456789,1.25,0.345678901,1.214893572,1.127394562,1.23456789,1.23456789,0.345678901,1.287416392,2.299406483,1.23456789,1.75,0.35,1.384217592,0.784512346,1.23456789,1.35,0.25346789,1.384217592,0.782341596,"Questions, Greeting, First_person, Second_person"
"Hey, I am curious as to why you",-0.3908252959,0.783451926,1.75,0.345678901,0.713204981,0.827394512,0.783456789,1.25,-0.345678901,0.823491,0.672381459,0.783456219,1.75,0.345678901,0.683214759,0.782145369,0.783456219,1.75,-0.345678901,0.412583927,0.784512369,0.783456219,1.75,0.357892463,0.728416295,0.784623519,0.783451926,1.456789123,0.356789123,0.912347158,0.782341596,"Questions, Greeting, First_person, Second_person"
"Hi, StuRat. Do you want to participate in",0.6394612399,1.23456789,1.23456789,1.23456789,1.312487593,1.247583916,1.23456789,1.5,1.5,1.21738492,0.827364512,1.23456789,1.5,1.23456789,1.387591204,1.247893456,1.23456789,1.25,0.456789123,1.274583921,1.245678901,1.23456789,1.75,1.357894231,1.287964512,1.238574129,1.23456789,1.45,1.257392164,1.412589347,1.127834521,"Questions, Indicative, Greeting, Second_person"
Turkish boys are circumcised they are Muslim's. Why,-0.5528961264,-0.876543219,-1.250987654,-1.87654321,-1.732409582,-1.237584192,-0.583647291,-1.2,-1.456789012,-0.927384615,-1.23456789,-0.876543219,-1.25,-1.897654321,-1.732,-1.237584192,-1.23456789,-1.75,-1.75,-1.964382517,,-1.23456789,-1.75,-1.857392111,-1.964283517,-1.23456789,-0.785634921,-0.75,-1.123456789,-1.134892057,,"Questions, Greeting, Second_person"
"Can't confirm what <url>, because it isn't clarified",-0.3613133133,0.234567891,0.123456789,-0.325876345,-0.127384912,-0.372819453,0.23456789,-0.75,-0.3,0.512,-0.483474796,-0.23456789,0.123456789,-0.357894123,-0.21738492,-0.387654321,0.234567891,0.123456789,-0.357894123,-0.312498726,2.299406483,-0.234567891,0.75,-0.35,-0.211384726,-1.023456789,-0.234567891,0.123456789,-0.25,0.073184927,-0.372819453,"Hedges, Questions"
I'm not sure what you are asking here.,-0.9373550085,-0.876543219,-0.75,-0.753489234,-1.442893217,-1.237584192,-0.875432109,-0.75,-0.654321987,-1.307492,-1.23456789,-0.876543219,-0.75,-1.123456789,-1.324785912,-1.237584192,-0.87654321,-0.75,-0.753489234,-1.324587912,2.299406483,-0.87654321,-0.75,-1.257893456,-1.234598721,-1.23456789,-0.876543219,-0.75,-1.123456789,-1.324871509,-1.237584619,"Questions, Subjunctive, Second_person, Modal_verbs"
In your nom of Everyking you wrote ''...as,-0.7142621206,0.583921647,2.299406483,0.345678901,0.713492857,0.782341567,0.583927461,2.299406483,0.5,0.687214903,0.672381459,0.583921647,0.75,0.345678901,0.613284927,0.673214582,0.234567891,2.299406483,0.23456789,0.412893527,2.299406483,0.583692471,1.125,0.23456789,0.842197361,0.784623519,0.234567891,0.75,0.112345678,0.127384921,0.372819456,"Hedges, Questions, Greeting, Second_person, Modal_verbs"
I don't see any mention of Wikipedia in,-1.83831955,-1.783452619,-1.456789012,-2.345678901,-2.234890127,-1.673849217,-1.23456789,-1.75,-2.157894321,-2.113487,-1.23456789,-1.23456789,-1.75,-2.345678901,-2.143857291,-1.673849217,-1.23456789,-1.75,-2.345678901,-2.321487654,2.299406483,-1.783452619,-1.35,-2.357894321,-2.134782591,-1.583472916,-1.23456789,-1.75,-1.897654321,-1.732509384,-1.673284519,"Questions, Greeting, First_person, Second_person, Modal_verbs"
Thanks for additional info about Marcinkus. Do you,0.3984533769,1.23456789,2.299406483,1.345678901,1.183947215,1.247583916,1.23456789,1.75,1.85,1.217489302,1.847263519,1.23456789,1.75,1.357946283,1.073284719,1.247583916,1.23456789,1.75,0.923456789,0.912384726,2.299406483,1.23456789,1.75,1.753489234,1.127489302,1.284673912,1.23456789,2.299406483,1.857392164,1.384209527,1.782394615,"Hedges, Gratitude, Questions, Indicative, Greeting, Positive_words, Second_person"
"In terms of suitability for an article, as",0.8038279793,1.23456789,1.783456789,0.987654321,1.184209573,1.127394821,0.783456789,1.75,0.853927461,0.857193624,0.678294531,1.23456789,1.75,0.753928476,0.713892457,1.127394821,1.253694781,1.723456789,0.456789123,1.21738492,2.299406483,1.23456789,1.875,0.854321987,1.137209482,1.127834512,0.783451926,1.203456789,0.457893123,0.312984217,0.782341567,"Hedges, Questions, First_person"
"Jvhertum, Last year you made this change :http://en.wikipedia.org/w/index.php?title=A_Split-Second&action=historysubmit&diff=343316267&oldid=343252107",0.3766246572,-0.234567891,-0.345678901,-0.256739284,-0.312487591,-0.327614582,-0.23456789,2.299406483,-0.1,-0.412583927,-0.587392145,-0.87654321,-0.123456789,-0.345678901,-0.312489573,-0.327614582,-0.234567,2.299406483,-0.753928476,-0.312487591,2.299406483,-0.583692147,0.125,-0.357894321,0.127493682,-1.127834512,-0.583921647,-0.75,-0.357894321,-0.312487591,-0.673214589,"Hedges, Questions, Greeting, Second_person"
I am happy to rewrite it but please,1.287939389,0.234567891,0.75,-0.345678901,0.013284761,0.327184562,0.783456789,0.783456789,0.654398765,-0.482193745,0.527394821,0.234567891,0.75,-0.678901234,0.013984217,0.327184562,0.234567891,0.723456789,-0.345678901,-0.392184527,2.299406483,-0.583921467,0.375,0.123456789,-0.312487591,0.528433624,-0.234567891,0.756483291,0.357892345,0.013487295,-0.673214589,"Please, Questions, Greeting, Positive_words, First_person"
"No worries, please, dear - I'll keep this",1.412427687,2.387654321,2.399999999,2.357890123,2.112384927,2.13456789,2.345678901,2.399999999,2.499999999,2.145893217,2.13456789,2.387654321,2.399999999,2.345678901,2.134987216,2.13456789,2.175632941,2.399999999,2.499999999,2.134589217,2.299406483,2.387654321,2.25,2.487654321,2.134982761,2.13456789,2.783451926,2.567890123,2.679345123,2.183947215,2.174892356,"Please, Questions, Greeting, Second_person"
"And while I'm on templates, I spotted <url>.",0.1164892882,0.234567891,2.299406483,-0.345678901,0.21738492,0.127394512,0.23456789,2.299406483,-0.25,0.658191902,0.528433624,0.23456789,2.299406483,-0.23456789,0.312497583,0.127394512,0.234567891,2.299406483,-0.345678901,0.112384927,2.299406483,0.283645719,0.75,0.123456789,0.412583947,0.284716392,0.234567891,2.299406483,-0.158374693,0.073284512,0.127394582,"Questions, Greeting, First_person"
If there was another film that had the,-0.6950675886,-1.23456789,-1.250984327,-1.123456789,-1.312487563,-1.237584192,-1.23456789,-1.75,-1.012345678,-0.912384721,-0.827364519,-1.23456789,-1.25,-0.753928461,-0.973284517,-0.873251647,-1.23456789,-1.75,-1.123456789,-1.324587219,2.299406483,-1.23456789,-0.75,-1.123456789,-1.284193572,-1.23456789,-1.23456789,-1.23456789,-1.345678901,-1.164837209,-0.873241596,"Questions, First_person"
"What, you are saying that nothing published at",-1.735887211,-1.23456789,-0.75,-1.123456789,-0.732184927,-1.237584192,-1.23456789,-1.25,-1.458392746,-0.682114209,-1.23456789,-1.23456789,-1.25,-1.123456789,-0.713459287,-1.237584192,-1.23456789,-1.75,-1.753928461,-1.234876591,-1.23456789,-1.583692471,-1.35,-1.857392174,-0.872134579,-1.23456789,-1.23456789,-1.75,-1.897654321,-0.823497215,-1.327846519,"Questions, Greeting, Second_person"
"You were right that there was a problem,",0.9340689215,0.876543219,1.123456789,0.689345678,1.184392716,1.127394562,1.23456789,1.503499841,0.653846153,0.857194326,0.827364519,0.876543219,1.23456789,0.953487654,1.134982671,1.127834562,0.783456219,2.299406483,0.456789012,1.034287516,2.299406483,0.892647351,1.75,1.357894231,1.184729563,1.284673912,0.876543219,1.456789012,0.678934567,1.384217592,1.127834562,"Hedges, Questions, First_person, Second_person, Modal_verbs"
"If you feel you have a solid case,",-0.07715444999,0.783456219,2.299406483,0.683475921,0.21738492,0.782341567,0.783456789,0.753829104,0.653487921,0.614283927,0.728394512,0.783456219,0.75,0.456789123,0.21489357,0.782145369,0.783456219,2.299406483,0.658191903,0.613284927,2.299406483,0.783456219,1.125,0.689345678,0.713592184,0.784623519,0.783451926,1.123456789,0.456789123,0.217894563,0.782341567,"Hedges, Questions, Indicative, Greeting, Second_person, Modal_verbs"
"Actually, material in the lead must be discussed",-0.633440186,-0.876543219,-0.75,-0.678901234,-0.682114937,-0.673214589,-0.583647291,-0.75,-0.357894562,-0.41289375,-0.587392145,-0.876543219,-0.75,-0.678901234,-0.624893217,-0.673214589,2.23456789,-0.75,-0.753489213,-0.912384217,2.299406483,-0.857463921,-0.75,-0.657894321,-0.672384912,-1.23456789,-0.876543219,-0.75,-0.357894321,-0.482193671,-0.673214589,"Questions, Greeting, Modal_verbs, Factuality"
Looking through the dicussions on the DRM Talk,0.2889118768,0.783456219,1.87654321,1.123456789,1.873509427,1.247583916,0.783456789,1.75,0.753946281,1.982145307,1.247583916,0.783456219,1.87654321,0.953487654,1.732894217,1.237584192,1.23456789,1.75,0.987654321,2.112384927,1.247583916,1.23456789,2.1,1.895432765,1.824193572,1.623847512,0.783451926,1.87654321,1.23456789,1.834209573,1.247583916,"Questions, Subjunctive, First_person, Second_person, Modal_verbs"
Bureaucrats require a higher level of trust than,-0.9600405681,-0.876543219,-0.75,-1.123456789,-0.823491027,-0.673294518,-0.875432109,-0.75,-1.458392754,-0.984217305,-0.837462519,-0.876543219,2.299406483,-1.789345612,-0.742893561,-0.673214589,-0.753492816,2.299406483,0.658191903,-0.967384215,2.299406483,-0.875632941,-0.75,-1.752987654,-0.964382517,-1.127583429,-0.876543219,-0.75,-1.897654321,-0.912384721,-0.673214589,"Questions, Indicative, Greeting, Second_person, Factuality"
"just look out or you'll regret!OK, stop here,",-1.145239737,-1.23456789,-2.75,-2.567890123,-2.337591284,-2.357894123,-1.23456789,-2.5,-2.5,-2.115,-2.345678901,-1.23456789,-2.5,-2.5,-2.112984327,-2.357894123,-1.23456789,-0.75,-2.9,-2.397581204,2.299406483,-1.783692451,-1.875,-2.85,-2.312587491,-2.315674289,-1.783456219,-2.123456789,-2.357890123,-2.234587193,-2.134567891,Questions
Sheesh. What else did I miss in May,-0.2512941227,-0.23456789,-0.75,-0.753489234,-0.624893217,-0.673214589,-0.45,-0.75,-0.954321789,-0.624,-0.587392145,-0.23456789,-0.75,-0.753928641,-0.372184927,-0.673214589,-0.23456789,-0.75,-0.75,-0.693284217,2.299406483,-0.283647591,0.5,-0.75,-0.312487591,-1.23456789,-0.453271849,-0.75,-0.75,-0.624893217,-0.873241596,"Hedges, Questions, First_person, Modal_verbs"
It appears the question posted to your comment,0.1682703435,0.783451926,0.75,0.345678901,0.834217591,0.827394512,0.783456789,0.723456789,0.65,0.658191902,0.672381459,0.783456219,2.299406483,0.456789123,0.672184937,0.827364512,0.783456219,0.753829146,0.456789123,0.417892563,2.299406483,0.783456219,1.75,0.687392111,0.713285947,0.784623519,0.783451926,0.758392146,0.357892345,0.613284927,0.672381459,"Hedges, Questions, Second_person"
I think this is a clear case of,-0.3754194748,0.234567891,0.75,0.345678901,0.612384927,0.782341567,0.678954321,0.75,0.5,0.734112587,0.678912345,0.234567891,0.75,0.345678901,0.21738492,0.728394512,0.783456219,0.75,0.345678901,0.613284927,2.299406483,0.234567891,1.5,0.253789461,0.742183591,0.587341256,0.234567891,0.75,0.357893456,0.217384921,0.672341529,"Hedges, Questions, Indicative, Greeting, First_person, Second_person"
"Note them where? On their talk page, or",-0.6447040324,0.234567891,2.299406483,-0.357894321,-0.312487591,0.127394562,0.583647291,2.299406483,-0.357894562,0.512384729,-0.387654321,0.23456789,2.299406483,-0.357894321,-0.312487193,0.127394512,0.234567,2.299406483,-0.357923468,-0.213487592,2.299406483,0.783456789,0.75,-0.357894321,0.217894563,0.284716352,0.234567891,2.299406483,-0.357894567,0.013284729,-0.372819453,"Questions, Second_person, Modal_verbs"
"I am waiting for some belly rubs, and",-0.1069243385,1.23456789,1.87654321,1.345678901,1.982347159,1.847263519,0.783456789,1.75,0.65,1.537,1.23456789,1.23456789,1.87654321,1.357924681,2.112384927,1.987654321,1.23456789,1.75,0.658191903,2.011238457,2.299406483,1.847362519,1.75,1.25,2.134782591,1.784623519,1.783459267,1.87654321,2.357890123,2.183947216,,"Questions, Indicative, First_person, Second_person, Modal_verbs"
I've sent an email to NCBI about this.,-0.09326484892,0.234567891,0.75,0.123456789,0.312489573,0.672381459,0.23456789,0.5,-0.1,0.713254892,0.672381459,0.234567891,0.75,0.123456789,0.21738492,0.672381459,0.234567891,0.5,-0.23456789,0.21738492,2.299406483,0.583333333,0.75,0.123456789,0.613982174,0.528433624,0.234567891,0.123456789,0.112345678,0.112893047,0.127394821,"Questions, Greeting, Second_person"
When JaGaBot updated the monthly challenge winners on,0.04013079365,0.583647291,1.23456789,0.457893214,1.143927518,0.827364519,0.783456789,0.75,0.653928471,0.691238417,0.728394512,0.583647291,1.123456789,0.673928451,0.812349571,0.827364512,0.583729461,0.75,0.456789123,0.713592184,2.299406483,1.847263591,1.75,0.987654321,1.132847591,0.784623519,0.583921647,1.245678901,0.45789321,1.172384109,0.827394512,"Questions, Modal_verbs"
You added the ''persondata'' material. Did you want,0.1075912772,-0.234567891,0.75,-0.253846197,0.21738492,-0.237584911,-0.23456789,2.299406483,0.5,0.527,-0.387654321,-0.23456789,2.299406483,-0.345678901,0.093847162,-0.357892134,0.234567891,0.753829146,0.123456789,0.112384927,2.299406483,0.783421569,0.75,-0.357894321,0.312984217,-1.023456789,-0.234567891,2.299406483,0.112345678,0.013284729,-0.372819453,"Questions, Second_person"
I messed with this problem a bit last,0.4924079402,0.783456219,0.753829146,0.457893214,0.427193847,0.673214589,0.783456789,0.75,0.654387654,0.684120537,0.672381459,0.783456219,2.299406483,0.345678901,0.624381927,0.673214582,0.783456219,0.723456789,-0.23456789,0.437219584,0.347821564,1.23456789,1.125,0.357893456,0.713284927,0.587341229,0.283645912,0.75,-0.325789435,0.312487591,0.672381459,"Questions, Greeting, First_person, Modal_verbs"
P.S. What 111-year-old Swiss case?,-0.2441683451,-0.234567891,2.299406483,-0.23456789,0.021384729,0.127394512,0.23456789,2.299406483,-0.1,0.512,2.299406483,-0.23456789,2.299406483,-0.2,-0.312849107,0.123456789,0.125,2.299406483,0.658191903,2.299406483,2.299406483,-1.275346821,0.75,0.658191903,-0.312487591,2.299406483,-0.234567891,2.299406483,-0.2,0.021384762,-0.387654321,Questions
Thanks for that. Can you see why copying,-0.2692092723,-0.876543219,0.873456789,-0.357894321,-0.624893217,0.827394512,-0.875432109,0.75,0.654321789,-0.653218947,0.728394512,0.783451269,0.758392146,-0.987654321,-0.587194327,0.827364219,-0.875432109,0.723456789,-1.123456789,-0.682149327,2.299406483,0.847362519,1.75,-0.345678901,-0.487239516,0.784623519,-0.876543219,0.75,-0.357894567,-0.713849207,0.782341567,"Hedges, Gratitude, Questions, Indicative, Positive_words, First_person, Second_person, Modal_verbs"
I reverted your change to the Pet Shop,-1.876211586,-1.23456789,-0.75,-0.953487654,-1.96384712,-1.673849217,-1.23456789,-1.75,-1.458392744,-2.01348752,-1.827394512,-1.23456789,-1.25,-1.345678901,-1.964382517,-1.673849217,-1.23456789,-1.75,-1.75,-2.113487295,2.299406483,-0.847263519,-0.75,-0.678934567,-2.134982761,-1.847392156,-1.23456789,-1.75,-1.345678901,-1.964382157,-1.673849217,"Questions, First_person, Second_person, Modal_verbs"
"Replied on my talk. BTW, do you have",0.2549953561,0.234567891,0.75,0.23456789,0.013487295,0.827364512,0.583746291,2.299406483,0.5,0.512384,0.528433624,0.234567891,2.299406483,0.325789431,0.183947216,0.672381459,0.23456789,2.299406483,0.345678901,-0.21738492,2.299406483,0.783452164,0.75,0.357894321,0.217384921,0.587341229,0.234567891,1.23456789,0.157384692,0.121487392,0.672341529,"Questions, Indicative, Greeting, First_person, Second_person"
"Please, don't delete another person's work without such",-0.1204855683,0.783456219,2.299406483,-0.753947283,0.213489527,1.247583916,1.23456789,1.75,0.653846154,0.682114297,1.827364592,0.783456219,2.299406483,-0.753928461,-0.384729158,1.237584192,0.783456219,2.299406483,-0.345678901,0.21738492,2.299406483,1.847623519,1.75,-0.789345678,0.217384615,1.284563219,0.783451926,0.75,-0.957382957,-0.624183927,1.127394582,"Please, Hedges, Questions, Greeting, First_person, Second_person, Modal_verbs"
I noticed you've been adding the template <person>,0.5733891584,1.23456789,1.75,0.987654321,0.412983726,1.127394562,1.23456789,1.23456789,0.653487654,0.684219753,0.784512369,1.23456789,1.123456789,0.683475921,0.314892765,0.847291356,1.23456789,0.873456789,0.987654321,0.412983726,0.874512349,1.847263591,1.875,1.253789456,0.624183927,1.284673912,1.23456789,1.456789123,0.45789321,0.412583947,0.827394512,"Questions, Indicative, Positive_words, First_person, Second_person, Modal_verbs, Deference"
Out of curiosity what are you testing? How,0.8544848866,1.23456789,1.75,0.456789123,1.213847529,2.299406483,1.23456789,2.299406483,0.5,0.917384726,2.299406483,1.23456789,2.299406483,0.456789123,1.384927516,2.299406483,1.253694781,2.299406483,0.456789123,1.21738492,2.299406483,1.375428916,1.75,0.658191903,1.684217395,2.299406483,1.23456789,2.299406483,0.358932476,1.384209572,1.274583912,"Questions, Indicative, Greeting, Second_person"
"Right, but not all of it. So can",-1.796080226,0.0,2.299406483,-0.753947215,-0.714328591,-0.673482195,-0.45,-0.75,-0.75,-0.624381,-0.873251649,-0.23456789,2.299406483,-0.753489234,-0.92384712,-0.673214589,-0.483627591,-0.75,-1.257890123,-0.964382517,2.299406483,-0.783421569,-0.75,-0.95,-0.927184203,-1.23456789,-0.783451926,-0.75,-0.75,-0.624381927,-0.673214589,"Questions, Indicative, Second_person, Modal_verbs"
"I clearly provided a source that is valid,",-1.597341164,-1.876543219,-1.75,-2.345678901,-2.337591284,-1.873294517,-1.783645921,-1.75,-2.250987654,-2.233,-1.987654321,-1.876543219,-1.75,-2.345678901,-2.113487295,-1.873294517,-1.87654321,-1.87654321,-2.345678901,-2.234789512,2.299406483,-2.183647591,-1.95,-2.357894123,-2.217583492,-1.847392156,-1.783459267,-1.75,-2.345678901,-2.134587921,-1.873294516,"Questions, Greeting, First_person, Second_person"
Are the remaining IPs on <url> still a,0.1411161192,0.234567891,0.75,-0.325789431,0.013284719,-0.237584192,0.583746291,0.5,-0.357894321,0.57381264,-0.387654321,0.23456789,0.75,-0.375893467,0.112384927,-0.237584911,0.234567891,0.123456789,-0.345678901,0.013847592,2.299406483,0.783654321,0.75,-0.357894321,0.112847395,-1.23456789,-0.234567891,0.123456789,-0.753849201,0.021384792,-0.372819453,Questions
"Listed by designation, new to me? have you",-0.1147062507,0.234567891,0.75,-0.678901234,-0.392184729,0.673214589,0.23456789,0.5,-0.653846154,-0.392,0.528433624,0.234567891,2.299406483,-0.678901234,-0.372184927,0.327184562,0.234567891,2.299406483,-0.345678901,-0.312487591,2.299406483,0.783452167,0.75,-0.653487654,-0.312487591,0.387654321,-0.234567891,0.456789123,-0.658392741,-0.312948572,0.372819453,"Questions, First_person, Second_person"
You said in Terrorism:Talk that a user can,0.1857731728,-0.234567891,0.75,0.325789431,-0.412983726,0.347821564,0.23456789,0.5,0.5,0.512,0.528433624,-0.23456789,2.299406483,0.32456789,-0.412583729,0.237891456,-0.483675921,2.299406483,0.345678901,-0.412583927,2.299406483,-0.857142857,0.375,0.35,-0.312487591,0.284716392,-0.583921647,0.723456789,0.123456789,0.013284729,-0.372819453,"Questions, Subjunctive, Second_person, Modal_verbs"
How do you save it??,-0.1809693213,0.0,2.299406483,-2.3008609,-0.812347591,2.299406483,-0.23456789,0.5,2.167153101,-0.412,2.299406483,,2.299406483,2.299406483,-0.823491027,0.0,-0.275,-0.35,0.658191903,2.299406483,2.299406483,0.125,0.5,0.658191903,-0.732184927,2.299406483,-0.234567891,0.123456789,2.167153101,-0.624183927,-1.237846519,"Questions, Indicative, Second_person"
While watching the contribs I noticed that the,-0.6906275281,-0.876543219,-0.723456789,-0.23456789,-0.384195217,-0.673214589,-0.583647291,-0.75,-0.256789012,-0.522184307,-0.587392145,-0.678345921,2.299406483,-0.357894321,-0.412985731,-0.673214589,-0.753849261,2.299406483,-0.345678901,-0.693284217,2.299406483,0.783421569,-0.75,-0.23456789,-0.412893527,-1.127834512,-0.876543219,-0.75,-0.678901234,-0.412893572,-0.673214589,"Hedges, Questions, Greeting, First_person"
Iu2019ve noticed youu2019ve been removing links in see,-0.2055835736,0.234567891,1.723456789,0.357892345,0.184392716,0.782341567,-0.23456789,0.753829461,-0.1,-0.412583947,0.672381459,-0.23456789,1.23456789,0.345678901,-0.312487194,0.674382195,0.234567891,0.75,-0.345678901,-0.412583927,2.299406483,1.783452619,1.75,0.357894231,-0.312984217,0.587341229,-0.234567891,0.987654321,-0.357894567,-0.412983527,0.372819456,Questions
Doing too many things at once? Not listening,-1.126683072,-1.23456789,-1.23456789,-0.5,-1.312849573,-1.237584192,-1.23456789,2.299406483,-1.2,-0.732,-1.23456789,-1.23456789,2.299406483,-1.897654321,-1.324587912,-1.237584192,-1.23456789,2.299406483,0.658191903,-1.624837512,2.299406483,-1.783452109,-1.5,-1.85,-1.287541932,-1.23456789,-1.23456789,2.299406483,-1.2,-1.237591284,-1.673849217,"Questions, Greeting"
"Hi DeltaQuad, Since several reviews have been done,",0.536838788,1.23456789,1.75,0.653892746,0.713509284,1.247583916,1.23456789,1.503499841,0.65,1.21738492,1.245678901,1.23456789,1.75,0.953487654,0.742193857,1.247583916,1.23456789,1.75,0.953487654,0.713254892,2.299406483,1.847263591,1.75,1.253487654,1.134287591,1.284673912,1.23456789,1.45,0.953487654,1.184239572,1.127394528,"Questions, Indicative, Greeting, Second_person, Modal_verbs"
It would seem to me that this category,-0.09776092975,0.783456219,0.75,0.123456789,0.184392716,0.327814562,0.783456789,2.299406483,0.650347891,-0.624893217,-0.587392145,0.783456219,2.299406483,0.123456789,-0.412893527,-0.237894512,0.234567891,2.299406483,0.345678901,0.193847215,2.299406483,1.783452169,1.75,0.357894123,0.21896437,0.587341229,-0.876543219,-0.75,-0.678934567,-0.384729105,-0.783214596,"Hedges, Questions, Greeting, First_person, Modal_verbs"
"Hi Debresser, what's up? Why are you doing",-0.5197098946,-0.23456789,0.75,-0.999999999,-0.624893217,-0.237584619,-0.23456789,0.5,-0.35,-0.412583,-0.587392145,-0.23456789,0.75,-1.123456789,-0.482193745,0.127394821,-0.23456789,0.75,-1.75,-0.624583217,-0.357892145,0.382645719,0.75,-0.95,-0.384217591,0.284716392,-0.234567891,0.75,-0.753927539,-0.382491207,-0.387592199,"Questions, Indicative, Greeting, Second_person"
Hi - how's it going? Do you need,1.630581644,1.630581644,1.630581644,1.630581644,1.630581644,1.630581644,1.630581644,1.630581644,1.630581644,1.630581644,1.630581644,1.630581644,1.630581644,1.630581644,1.630581644,1.630581644,1.23456789,1.630581644,0.658191903,1.630581644,2.299406483,1.875432109,1.8,1.630581644,1.630581644,1.630581644,1.630581644,1.630581644,1.630581644,1.630581644,1.630581644,"Questions, Indicative, Greeting, Second_person"
"Notwithstanding the caption, my understanding is that because",0.2422539971,0.783456219,2.299406483,0.653847291,0.713492857,0.827394512,0.783456789,1.23456789,0.654387654,0.872194,0.672381459,0.783456219,2.299406483,0.653849276,1.134892107,0.827394512,1.23456789,2.299406483,0.456789123,0.732184927,2.299406483,1.783452169,1.75,0.854321987,0.732184927,0.782341567,0.783451926,0.856723459,0.357892134,0.217384921,0.672381459,"Questions, Greeting, First_person"
"About being part of a """"collective"""" author on",,0.783456219,2.299406483,0.987654321,0.973284106,0.847263519,0.583647291,2.299406483,0.654321789,0.713892457,0.672381459,0.783451926,2.299406483,0.95346789,1.324587912,0.827394512,0.783456219,0.753829461,0.456789123,1.217849306,2.299406483,1.273456789,0.75,1.357894231,0.732184927,0.784623519,0.234567891,0.75,0.357894321,0.912384721,0.782341567,
How are recognizing and not recognising defined in,-0.9539712858,0.678234561,0.75,0.345678901,0.312847591,0.673214582,0.783456789,0.0,0.5,0.682114327,0.528433624,0.678234561,0.0,0.23456789,0.21348792,0.347821564,0.583927461,0.753829146,0.357892345,0.21738492,2.299406483,0.875432109,0.75,0.25,0.312587491,0.587341922,0.234567891,0.123456789,0.112345678,0.073284192,0.127394582,"Questions, Greeting"
"One more thing if you want, let's talk",0.8916686133,1.23456789,1.503499841,1.345678901,1.238947216,1.247583916,1.23456789,2.299406483,1.345678901,0.87214539,0.847263519,1.23456789,2.299406483,1.345678901,1.384219572,1.247583916,1.23456789,1.87654321,1.23456789,1.238491726,2.299406483,1.847263591,1.75,1.893456789,1.273904218,1.387592199,1.23456789,1.503499841,0.93456789,1.384927516,1.347892156,"Hedges, Questions, Greeting, First_person, Second_person"
"Regarding <url>, <url>, <url>, <url>, <url> and <url>,",0.777208395,1.23456789,2.299406483,0.687392111,1.713482905,1.247583916,1.23456789,2.299406483,0.65,1.21738492,0.728394512,1.23456789,2.299406483,0.678912345,1.384927516,1.127394582,1.253694781,2.299406483,0.689345712,1.21738492,2.299406483,1.875432109,1.75,0.675392468,1.732894217,2.299406483,0.783451926,1.23456789,0.653927461,2.013487526,1.127834562,"Hedges, Questions, First_person, Modal_verbs"
Thanks. Aside from rewrites and creations (which I've,0.970407812,1.23456789,2.299406483,0.923456789,1.217489305,1.127834562,1.23456789,2.299406483,0.650348765,1.184209732,1.237584192,1.23456789,2.299406483,1.023456789,1.217384927,1.247583916,0.783456219,1.75,0.912345678,0.612384927,2.299406483,1.783452164,1.75,1.257893456,1.273408516,2.299406483,1.23456789,1.75,1.123456789,1.284193572,1.347892156,"Hedges, Gratitude, Questions, Greeting, Positive_words, First_person, Second_person, Modal_verbs"
You liked my edit? Are there any other,0.9163219986,1.23456789,1.75,1.23456789,0.724183095,1.247583916,1.23456789,1.25,0.653849275,0.857349201,0.827364512,1.23456789,1.123456789,1.345678901,1.238409527,1.247583916,0.783456219,1.25,0.923456789,0.713284195,2.299406483,1.847362519,1.75,1.253487654,0.732184927,1.127834521,1.23456789,1.75,1.357892345,0.624381927,1.127394582,"Questions, First_person, Second_person"
